id,GalaxyName,RA_hr,RA_min,RA_sec,Dec_deg,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err,vh(km/s),Vmag,Vmag_err,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err,vrot_s,vrot_s_err,MHI_mcconnachie,Data,Key,vsig_g,vsig_g_err,vrot_g,Notes,dist_kpc,MHI_computed,MHI_source,MHI_type,1sigma,notes/image/limit,r_ell_m1.2_rs15,ell_surf_dist_m1.2_rs15,r_ell_m1.0_rs20,ell_surf_dist_m1.0_rs20,r_ell_m1.5_rs15,ell_surf_dist_m1.5_rs15,r_ell_m1.0_rs25,ell_surf_dist_m1.0_rs25,r_ell_m1.0_rs15,ell_surf_dist_m1.0_rs15,r_ell_m1.5_rs20,ell_surf_dist_m1.5_rs20,r_ell_m1.5_rs25,ell_surf_dist_m1.5_rs25,r_ell_m1.2_rs25,ell_surf_dist_m1.2_rs25,r_ell_m1.2_rs20,ell_surf_dist_m1.2_rs20,mw_dist,m31_dist,r_per,r_per_err,r_apo,r_apo_err,rho_cgm_est,rho_cgm_est_err
66,AndromedaX,1,6,33.7,44,48,16,0.129,24.13,0.08,-164.1,16.6,1.0,46.0,0.44,26.3,1.3,0.1,0.1,6.4,1.4,99.9,99.9,0.0,x,u,0.0,0.0,0.0,,669.8846094165258,34335.10731737203,hi4pi,upper_limit,0.010806999999999999,ok,260.48332433633306,-245.00347750019017,220.54342435545206,-245.23721622778845,289.08221649824395,-245.82776186426338,215.53752875241733,-246.15911552742037,227.3460558869559,-244.15149311275988,282.7878737805573,-247.0779510525171,278.1975699921965,-248.13248984034325,249.06110392130338,-247.17439371314032,253.88849605896473,-246.17893407402667,674.5323961197914,129.98827643628397,,,,,,
67,AndromedaXXI,23,54,47.7,42,28,15,0.09300000000000001,24.59,0.06,-362.5,14.8,0.6,110.0,0.2,27.0,3.5,0.3,0.3,4.5,1.2,99.9,99.9,99.9,x,u,99.9,99.9,99.9,,827.9421637123345,68938.08398953959,hi4pi,upper_limit,0.014204499999999998,ok,486.99999943676715,-162.37442971241418,435.9927152600074,-161.67034874651273,517.1047643914515,-161.81756139782277,426.30696418121244,-160.61726401923525,449.1622706038714,-162.81714036171775,503.6124972569254,-160.44580185709881,493.7340300436421,-159.1744260233504,463.5744891105346,-159.96526086967913,473.4876301633052,-161.12176213346496,830.9044466302299,135.16916048461684,,,,,,
68,AndromedaXXXII,0,35,59.4,51,33,35,0.193,24.45,0.14,999.9,12.2,0.7,-90.0,0.5,26.4,6.5,1.2,1.0,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,999.9,- not seeing,776.2471166286911,59725.706171690224,hi4pi,upper_limit,0.013999999999999999,no velocity,472.4377382168668,-160.99704555699665,420.7348787449892,-160.93661749500004,500.67673016700866,-160.92499298275249,409.10223998975846,-160.80399219638204,436.4527635159122,-161.05006264202203,484.52024481734276,-160.7373332210267,472.62322535605233,-160.52619960511998,444.36539288110794,-160.68117183263766,456.2861121035412,-160.8498619233172,780.4102824922064,140.3846524224809,,,,,,
69,NGC147,0,33,12.1,48,30,32,0.172,24.15,0.09,-193.1,9.5,0.1,25.0,0.41,21.2,3.17,9.99,9.99,16.0,1.0,17.0,2.0,0.0,x,u,0.0,0.0,0.0,,676.0829753919819,67278.97883786725,hi4pi,upper_limit,0.0207896,ok,304.4800206256606,-223.64590120083895,262.84964928519247,-223.8817861761764,331.2859458185066,-224.45804121352228,255.52679115409123,-224.79297397755224,272.74180938418283,-222.81031090052196,321.7003150943277,-225.69694502026348,314.66369048077695,-226.74486092509542,287.38024637246724,-225.79463082402833,294.63429033118354,-224.80820345764363,680.121884796466,139.44396969469102,,,,,,
70,AndromedaXXX,0,36,34.9,49,38,48,0.166,24.17,0.1,-139.8,16.2,0.3,999.9,9.99,99.9,1.35,0.12,0.18,11.8,7.7,99.9,99.9,99.9,x,u,99.9,99.9,999.9,,682.3386941416704,40179.86383908407,hi4pi,upper_limit,0.0121892,ok,334.7250176668803,-210.41446602893996,291.50285091067593,-210.65533954979827,360.8615861167039,-211.18992519580573,282.80999181907526,-211.53498266322117,303.21929860261565,-209.62070762206588,349.2692311719632,-212.38522175851017,340.73422148413084,-213.39633845735588,314.21381665815767,-212.48792300657712,322.9287226214421,-211.53608775354914,686.4742059578083,144.4809306474485,,,,,,
71,AndromedaXIV,0,51,35.0,29,41,49,0.06,24.5,0.06,-480.6,15.9,0.5,999.9,0.31,27.2,1.7,0.8,0.8,5.3,1.0,99.9,99.9,0.0,x,u,0.0,0.0,0.0,012+26,794.3282347242822,4752.33774,galfa,upper_limit,0.029042697000000003,ok,527.8306086016055,-137.57696883820324,472.2405855254051,-137.42081895180746,556.1018938556534,-137.40768503211973,458.3996044434837,-137.13273033692067,490.906740152667,-137.71609787548073,536.6653121764186,-137.01721206275775,522.3168904888041,-136.63324759294474,494.22931427044466,-136.90389490794513,508.5164763183105,-137.2371436495478,798.1430249713385,161.2178028218214,,,,,,
72,AndromedaXII,0,47,27.0,34,22,29,0.11,24.84,0.09,-558.4,18.3,1.2,999.9,9.99,28.5,1.2,0.2,0.2,2.6,5.1,99.9,99.9,0.0,x,u,0.0,0.0,0.0,"012+34, m31",928.9663867799362,15851.408919999998,galfa,upper_limit,0.07082680000000001,ok,538.0130335840614,-157.45240605968766,489.0995767085015,-154.21555971078712,570.5490698715462,-156.04325439875282,482.62486903954635,-150.51104041173485,497.9957472986963,-158.31453090755184,561.3838802759063,-151.43040220887835,554.7342539135958,-147.22926371429065,522.1911765481365,-149.19512857679223,528.8489975727197,-153.1244105992094,932.8605283931978,182.0549669067459,,,,,,
73,AndromedaXV,1,14,18.7,38,7,3,0.047,23.98,0.26,-323.0,14.6,0.3,0.0,0.0,24.8,1.21,0.05,0.05,4.0,1.4,99.9,99.9,0.0,x,u,0.0,0.0,0.0,,625.1726927756862,40923.15702039255,hi4pi,upper_limit,0.0147889,ok,249.09830933934455,-239.58141287268182,211.80690538757403,-239.60119177820235,273.9464963709715,-240.95165162181422,205.01452885878192,-240.8882883883472,220.93832725639706,-238.10652165733526,265.289002684818,-242.77324599576016,258.91792123032735,-244.33972144679268,233.45568676035748,-242.6914914667807,240.10511326264375,-241.2525488179967,629.8459683285274,174.90734486256784,,,,,,
74,AndromedaII,1,16,29.8,33,25,9,0.061,24.07,0.06,-192.4,11.5,0.2,34.0,0.2,24.5,6.2,0.2,0.2,7.8,1.1,10.9,2.4,,gs,u,0.0,0.0,0.0,"020+34,m31?""NGC185             0 38 58.0  48 20 15  23.95 0.09 0.09 -203.8  1.1  1.1 0.11 m31AndromedaXXIX     23 58 55.6  30 45 20  24.32 0.22 0.22 -194.4  1.5  1.5 99.9 g31dr1 356+34""",651.6283940608428,,,detected_mass,0.021649099999999998,ok,355.9984693380398,-196.46306174417086,312.49792929119894,-196.59104180622182,379.2938311121154,-197.63232674277248,301.3889064675937,-197.76106923724342,327.3733904466696,-195.23051182774364,364.1685290802093,-199.2719997082461,352.9504872612712,-200.68084409064727,329.4732918657414,-199.27218879960182,340.78966094500095,-197.9732345899293,656.2183978763398,180.6462908167208,,,,,,
75,NGC185,0,38,58.0,48,20,15,0.184,23.95,0.09,-203.8,9.2,0.1,35.0,0.15,20.8,2.55,9.99,9.99,24.0,1.0,15.0,5.0,0.11,x,u,15.3,0.8,0.0,,,110000.0,various,detected_mass,,ok,245.91926254236793,-239.30431215891088,209.42212754114462,-239.25097145786816,269.96547076949423,-240.78865956005993,202.38110525808685,-240.59400758902984,218.87106984875444,-237.69349243237932,260.9603300884747,-242.7065761352705,254.32253434373712,-244.35906204728062,229.66444150047363,-242.5677028241117,236.58114055801659,-241.05647980099343,620.7507893267554,183.6903328868837,,,,,,
76,AndromedaXXIX,23,58,55.6,30,45,20,0.046,24.32,0.22,-194.4,16.0,0.4,51.0,0.35,99.9,1.7,0.2,0.2,5.7,1.2,99.9,99.9,99.9,x,u,99.9,99.9,99.9,,,5012.81372,galfa,upper_limit,0.036158554,"images missing, does have velocity",520.1030214684816,-134.75873675923168,464.1645040727896,-134.99363180696366,545.6605484226731,-135.26134142154496,447.91576967916916,-135.61269345346443,485.9356906158971,-134.262637675439,522.7888989660945,-136.09664365974885,505.79245488247903,-136.8011780412377,480.6188624190462,-136.21150378275104,497.4712665816822,-135.54580615486933,733.5978781559687,186.5915766726298,,,,,,
77,Triangulum,1,33,50.9,30,39,37,0.040999999999999995,24.54,0.06,-179.2,5.7,0.1,999.9,9.99,99.9,99.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,,,,,,,,634.6484626271439,-92.00690832419889,570.5565134163455,-91.8620082294893,662.916358246954,-91.84822922773795,551.7370870292132,-91.60042108389851,595.8302348938694,-92.13992028580905,636.1064735305845,-91.49428394948453,616.2115463862757,-91.15783416973866,588.6146797202491,-91.39549637994794,608.2419044284602,-91.69286968143558,814.0136279154178,206.47981938585056,,,,,,
78,AndromedaXXIV,1,18,30.0,46,21,58,0.083,23.89,0.12,-128.2,16.3,0.5,5.0,0.25,27.8,2.1,0.1,0.1,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,,599.7910762555101,39587.90472252748,hi4pi,upper_limit,0.015542799999999999,ok,262.3263818942091,-229.66144366998728,226.65562486086463,-229.43676711776322,283.9062315190298,-231.3747535663783,218.179611464,-230.87304961693613,237.98160291320687,-227.7747552775489,272.73727682030056,-233.4661274890958,264.45779977503383,-235.27397530156753,242.4100263826096,-233.19390160550017,250.91062786311983,-231.5556635847049,604.7110270884762,204.2055140336037,,,,,,
79,AndromedaVII,23,26,31.7,50,40,33,0.19399999999999998,24.41,0.1,-307.2,11.2,0.3,94.0,0.13,23.2,3.5,0.1,0.1,13.0,1.0,99.9,99.9,0.0,x,u,0.0,0.0,0.0,,762.0790100254115,65554.20874727161,hi4pi,upper_limit,0.0159429,ok,624.6294270443121,-93.49362432099088,560.536425258464,-93.68375113536273,651.1588582290848,-93.82575381238436,540.3140885739148,-94.11428616157195,587.5987783638118,-93.17329291120352,622.334349403924,-94.40390184665652,600.8656201560473,-94.88953443306055,575.1598262520408,-94.5011268322037,596.2957867193401,-94.04047184860876,764.8427153945493,217.3332100524292,,,,,,
80,IC10,0,20,17.3,59,18,14,1.568,24.5,0.12,-348.0,9.5,0.2,999.9,0.19,24.6,2.65,9.99,9.99,99.9,99.9,99.9,99.9,50.0,x,u,8.0,1.0,34.0,,794.3282347242822,50000000.0,various,detected_mass,,surprised by small r_h,729.060341793825,-52.47485437828775,656.5393877492273,-52.58503313269889,756.9711964831921,-52.635807263487706,632.4324446649466,-52.804181948849305,688.7767950656495,-52.323126295062416,722.335313534293,-52.92850433564349,696.5009719754491,-53.17211105518945,669.838352459286,-52.98619128613657,695.1571163683284,-52.753471598700635,798.3732327226503,251.62837593124792,,,,,,
81,AndromedaXXXI,22,58,16.3,41,17,28,0.133,24.4,0.12,999.9,12.7,0.7,-59.0,0.43,25.8,4.2,0.4,0.5,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,999.9,- not seeing,758.5775750291837,81482.2951269414,hi4pi,upper_limit,0.02,no velocity,721.8424919935458,-54.435016056684105,649.6311855533494,-54.676803872282605,748.4537807633676,-54.991308675646096,624.6747135454231,-55.35204213627126,682.9404635168102,-53.89204254131376,712.5615057387594,-55.91892448085604,685.7326307187503,-56.71883233684831,660.5053948409663,-56.03516859269694,686.7591922375466,-55.294382457107936,760.1517720755236,261.8490575307353,,,,,,
82,LGS3,1,3,55.0,21,53,6,0.04,24.43,0.07,-286.5,14.3,0.1,0.0,0.2,24.8,2.1,0.2,0.2,7.9,5.3,99.9,99.9,0.38,x,u,9.1,0.3,5.0,"012+18 - check at least some of these detections for a reality check, or do you actually want to remeasure these?  There is this Courtois & Tully 2015 paper on remeasuring HI",769.1304402866098,380000.0,various,detected_mass,,,746.6224629527687,-44.95389278874232,672.3567223571231,-45.18071693675957,773.7975989221663,-45.41701814921114,646.6251369921623,-45.76002841294625,706.7062039637555,-44.50714841699901,736.7491475093767,-46.20981993396009,709.0581195485161,-46.89324122025038,683.3428900532191,-46.32351327629015,710.4262573648914,-45.68957905839847,772.9209498877706,267.55717886589997,,,,,,
83,AndromedaVI,23,51,46.3,24,34,57,0.063,24.47,0.07,-339.8,13.0,0.2,163.0,0.41,24.1,2.3,0.2,0.2,12.4,1.5,99.9,99.9,0.0,x,u,0.0,0.0,0.0,356+26,783.4296427662119,4828.73438,galfa,upper_limit,0.030336279,"images missing, does have velocity",758.2747444599426,-40.58930334648256,683.093866763195,-40.78565626377778,785.9174179169557,-40.94091369562148,657.1879992374276,-41.241376461944256,717.6895719024126,-40.25450803193541,748.6079485494331,-41.56096678394179,720.7328861660638,-42.09394663265699,694.5566540422665,-41.663057250125156,721.8215094463226,-41.16676630854528,785.3191976975977,268.2561878343674,,,,,,
84,AndromedaXXII,1,27,40.0,28,5,25,0.079,24.82,0.07,-129.8,18.0,0.8,114.0,0.56,26.7,0.94,0.1,0.1,2.8,1.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,020+26,920.4495717531722,7856.74475,galfa,upper_limit,0.035757869,"missing, location correct?, not sure why i said this",797.2462461499078,-27.33417921124304,722.5433343622457,-25.86232816253116,828.7265812227196,-26.42318029211248,700.0183957904061,-23.98801396351938,752.8559950456437,-28.00490746549478,796.2105878959989,-23.99112661325435,772.1090773481138,-21.85091662311932,741.7344537913933,-23.04671027213852,765.381462934195,-25.05140644021823,925.1259827343076,275.65839402702466,,,,,,
85,AndromedaXVI,0,59,29.8,32,22,36,0.067,23.39,0.19,-367.3,14.4,0.3,0.0,0.0,23.9,0.89,0.05,0.05,3.8,2.9,99.9,99.9,0.0,x,u,0.0,0.0,0.0,012+34,476.4309868054156,4059.26808,galfa,upper_limit,0.0689568,check hi4pi limit due to high galfa limit,213.16137248244436,-241.07530914753838,199.28251405706345,-238.65829547138443,219.55446552456328,-244.54257143335715,191.3535599439134,-240.1986239408249,209.84884919849296,-236.87905594268605,207.59796091590738,-247.26781737744423,198.60316651543832,-249.6392800286627,192.82071110266997,-245.38308839001843,201.55576104976788,-243.38000755529487,480.57904206858024,318.9487868698822,,,,,,
86,AndromedaXXVIII,22,32,41.2,31,12,58,0.096,24.1,0.5,-326.2,15.6,0.4,39.0,0.34,26.3,1.11,0.21,0.21,6.6,2.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,340+34,660.6934480075964,3557.6326700000004,galfa,upper_limit,0.031426143,"images missing, does have velocity",834.1237557331984,-10.659959271477145,754.1973568035668,-10.180631193940286,857.9500525381771,12.688714650162636,722.5303944239811,-11.698726738912017,796.2929553425549,-8.42905854381944,811.7691667642724,-14.991396321389086,777.049412139905,-16.99578072661822,755.7011566592716,-14.483706013820012,789.3638017961692,-12.705597290696813,660.8831138356675,365.382541262497,,,,,,
87,AndromedaXXXIII,3,1,23.6,40,59,18,0.131,24.44,0.18,999.9,14.1,0.7,-6.0,0.43,25.6,1.7,0.4,0.4,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,999.9,- not seeing,772.6805850957021,63405.14743520344,hi4pi,upper_limit,0.015,"no velocity, is conversion def right on hi4pi to MHI?  looks high.",938.8669986001561,29.0292546968681,848.0402677285963,-28.78834073705404,967.8558070560088,28.239704726586965,813.826044431697,-27.900962641644302,893.6063441211971,29.809118159757205,918.1439485352444,26.990471951548123,880.8606252581428,25.898470623356832,854.3276243507935,26.896612770846996,890.5703515622431,27.89028312308793,779.4639343525406,348.2590787946932,,,,,,
88,IC1613,1,4,47.8,2,7,4,0.025,24.39,0.12,-231.6,9.2,0.1,50.0,0.11,22.8,6.81,9.99,9.99,10.8,1.0,99.9,99.9,65.0,x,u,5.9,1.0,25.0,012+02,755.0922276654342,65000000.0,various,detected_mass,,,1297.0002718138585,161.82654173981865,1175.599631156147,162.36459825343084,1329.9289534785862,159.71466391641803,1126.0358056132413,160.8346372611089,1241.4731009082657,164.12843014880275,1257.221569267816,157.35934342882416,1202.5127594119933,155.30440368220158,1173.9087064152998,157.9416804855606,1226.7601954775314,159.74975553063285,757.7397472640301,518.4477040516994,,,,,,
89,Phoenix,1,51,6.3,-44,26,41,0.016,23.09,0.1,-13.0,13.2,0.4,5.0,0.4,25.8,3.76,9.99,9.99,99.9,99.9,99.9,99.9,0.12,x,u,10.0,4.0,0.0,,414.95404263436325,120000.0,various,detected_mass,,"Young et al. 2007, offset blowout?  tempted to list as limit in the center, look at cube",1202.6619925357745,137.58531623273214,1125.12531604087,159.155701717285,1214.3664880929682,125.28196086597163,1086.7526237475372,162.75890424671255,1176.5924821576955,154.89195657720606,1155.3064278288973,126.39926784359095,1111.130684121395,127.33181686510487,1104.5836115498118,142.149499146921,1146.5185834395534,140.0573110874982,415.01034053125113,858.0538556973753,420.6041725582258,19.16012399808683,1394.820284167201,521.6964896619131,7.468405883049481e-08,1.6338583661051005e-07
90,Eridanus2,3,44,21.1,-43,32,0,9.999,22.9,0.2,999.9,16.3,0.1,81.0,0.4,99.9,1.53,0.14,0.09,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,999.9,- not seeing,380.18939632056123,20467.42715376234,hi4pi,upper_limit,0.02,no velocity,1143.1380367070205,116.80994611319376,1078.2059139457149,142.66767928946314,1150.2805416508913,102.87618192173065,1044.1566541044826,147.6755597797716,1124.0060779709484,136.76187995047744,1097.2631981521897,105.14555226573262,1057.7055566929073,107.07869217900306,1055.507447439377,123.89343188893783,1092.9180831284161,120.63283289322553,382.18893063733265,885.7661103844113,365.46816351823486,16.601560935883292,3993.0844830474425,1924.4716894795495,1.8241681281869027e-05,5.834653889078834e-05
91,NGC6822,19,44,56.6,-14,47,21,0.231,23.31,0.08,-54.5,8.1,0.2,330.0,0.24,19.7,2.65,9.99,9.99,23.2,1.2,99.9,99.9,130.0,x,u,5.8,1.9,47.0,,459.19801283686854,130000000.0,various,detected_mass,,ok,1301.5841581090244,176.83877574234756,1213.5531335339535,198.50126798720268,1316.358608038237,164.44210138810323,1171.1492081432336,202.0905411393047,1270.3730329770665,194.22719704723744,1251.4232904139296,165.6272633155186,1202.8198778226683,166.60582338162118,1193.5320746647735,181.48187898243836,1239.7526606905963,179.3620852358896,452.16684104420585,886.1135511805554,,,,,,
92,Cetus,0,26,11.0,-11,2,40,0.028999999999999998,24.39,0.07,-83.9,13.1,0.2,63.0,0.33,25.0,3.2,0.1,0.1,8.3,1.0,7.7,1.2,0.0,x,u,0.0,0.0,0.0,,755.0922276654342,95114.61460733594,hi4pi,upper_limit,0.0235621,ok,1608.6999513396677,276.8883073116198,1461.7742379095414,279.3527312760778,1645.8309962421677,273.2554453230944,1400.057091138864,277.8021969388504,1543.7946764311862,281.14005241788686,1554.8379984407725,270.5146037832406,1486.3280154556135,268.12910079735303,1454.9949321107893,272.589162581211,1521.0042441507546,274.5883202625059,755.6300624652933,677.2142821017397,,,,,,
93,PegasusdIrr,23,28,36.3,14,44,35,0.068,24.82,0.07,-179.5,12.6,0.2,120.0,0.46,22.8,2.1,0.04,0.04,12.3,1.2,10.0,0.3,5.9,x,u,9.0,99.9,21.0,"- check DR1 and DR2 on this, DR1 356+18 (-153 (816) to -207 (743), lovely deep data extended)  for mbspect need to get the beam info in there to be accurate. kvis simple sum is ~2500 K km/s, extended but 2500 K / 9.1 K/Jy = 275 Jy km/s  MHI= 0.236*275*919^2 = 5.5 x 10^7  Nope and get an order of magnitude lower than the value quoted here (5.9 x 10^6) with mbspect without beam info, putting 0.00116 radians for bmaj/bmin in which gives the 240 arcsec beam.  it just gives something similar to kvis without conversion with beam 3500 K*pix km/s (or 3100 robust).  yes if you divide by the number of pixels per beam (say ~12) and then the 9.1 you get about the right answer.  otherwise try going through this the column density way",920.4495717531722,5900000.0,various,detected_mass,,,1314.6159145949682,173.6333504741725,1190.9456894306581,173.5321911000115,1351.6383329254975,173.48432972606614,1143.1727465274757,173.3121114615092,1254.5857432948246,173.7583174326779,1281.818708491063,173.1696955007529,1229.439660388636,172.8619711474355,1196.210408516145,173.10293866196773,1246.9722177101883,173.36508530593952,920.9877453366568,474.36864561523737,,,,,,
94,LeoT,9,34,53.4,17,3,5,0.031,23.1,0.1,38.1,15.1,0.5,0.0,0.0,24.8,0.99,0.06,0.06,7.5,1.6,99.9,99.9,0.28,x,u,6.9,1.0,0.0,,416.8693834703355,280000.0,various,detected_mass,,,1245.6479764390854,166.00671278190205,1179.7337267690118,200.14098466761467,1251.9673412691093,148.8026633104465,1144.6822143519512,207.72205935105987,1226.9829361273516,191.09958120414302,1197.112298049349,153.52911856733803,1156.2736300066342,157.54519682079504,1155.16952784263,178.1740955782109,1193.7476463749695,172.5942144452431,421.84975462963746,986.6725256561385,,,,,,
95,WLM,0,1,58.2,-15,27,39,0.038,24.85,0.08,-130.0,10.6,0.1,179.0,0.55,23.7,8.62,0.26,0.26,17.5,2.0,17.0,1.0,61.0,x,u,4.5,1.0,30.0,,933.2543007969924,61000000.0,various,detected_mass,,,2096.720040266794,458.0683581437425,1903.593058637914,459.6282376021452,2145.948629591675,455.03726800716794,1823.0903232297167,458.01997110992795,2010.5707066914144,461.48385764074766,2027.4138239080457,452.36396414510705,1938.1716936053208,450.03519564520826,1896.4096846168084,453.789484369781,1982.4335679775002,455.77943159205546,932.7841206393082,823.0366586179377,,,,,,
96,AndromedaXVIII,0,2,14.5,45,5,20,0.106,25.42,0.07,-332.1,16.0,9.9,999.9,9.99,25.6,0.92,0.06,0.06,9.7,2.3,99.9,99.9,99.9,x,u,99.9,99.9,99.9,,1213.3888504649785,223479.5467967583,hi4pi,upper_limit,0.021439,ok,866.5510509936934,2.280776939238504,808.8087660204616,-19.346052690607856,901.4035047466307,5.175020362690995,799.0401053287173,-33.832551001659176,822.24909152154,-2.544540875818983,886.9213662707012,23.253796523208674,876.4141077002367,38.96503255170757,842.0420683628386,-34.705257319791556,852.3519570888683,19.637266036306798,1216.628536460068,456.6342273072352,,,,,,
97,LeoA,9,59,26.5,30,44,47,0.021,24.51,0.12,24.0,12.4,0.2,114.0,0.4,22.8,2.15,9.99,9.99,6.7,1.4,0.0,0.0,11.0,x,u,9.3,1.4,0.0,,797.9946872679768,11000000.0,various,detected_mass,,,2223.1161024470953,540.86463261367,2045.8948613106845,565.2936868675434,2262.109653048036,526.8672224310769,1967.8303446926302,569.3984160469182,2150.1178256824614,560.1883861484723,2144.874269990489,529.219037297592,2056.9088888080682,531.0718334453363,2026.5397669753377,547.3582111717618,2110.7706480606353,544.4687844245107,802.8659167619958,1196.7170096260472,,,,,,
98,Aquarius,20,46,51.8,-12,50,53,0.051,25.15,0.08,-137.7,14.5,0.1,98.7,0.5,23.6,1.47,0.04,0.04,7.9,1.9,99.9,99.9,4.1,x,u,5.8,0.1,0.0,,1071.5193052376048,4099999.9999999995,various,detected_mass,,ok,2789.7307569378536,719.7858155269442,2538.4278123375757,726.4209636582556,2851.392723598749,713.6675349481706,2432.1974925719196,725.5779881074119,2679.6642267424786,727.3445737226888,2694.394337752806,711.3683185612808,2576.214651929323,709.3486828134315,2524.834733294831,716.6529079366784,2638.574185941316,718.124610164394,1065.747288300862,1154.7022852555588,,,,,,
99,Tucana,22,41,49.6,-64,25,10,0.031,24.74,0.12,194.0,15.2,0.2,97.0,0.48,25.0,1.1,0.2,0.2,15.8,4.1,16.0,99.9,0.0,x,u,0.0,0.0,0.0,,887.15601203796,85395.81245612683,hi4pi,upper_limit,0.0153251,ok,2387.425964930603,626.9528492286898,2204.436542613933,660.5837655817148,2426.846000839864,608.975547982512,2123.391988058544,667.3207511154112,2312.8090412695437,652.1391748394719,2304.6103441333307,614.349783231598,2213.0248180242493,618.6493708119996,2182.810279836693,639.2122646995618,2270.411014318402,633.7581945152466,882.6991706754717,1345.7201032662738,,,,,,
100,SagittariusdIrr,19,29,59.0,-17,40,51,0.124,25.14,0.18,-78.5,13.6,0.2,90.0,0.5,23.9,0.91,0.05,0.05,99.9,99.9,99.9,99.9,8.8,x,u,10.0,1.0,0.0,,1066.596121230259,8800000.0,various,detected_mass,,ok,2899.9311944019096,784.8340395920823,2650.7065282329854,802.5567071748939,2958.7972984946164,773.4974837944778,2543.8624297847537,804.587562050905,2793.0061556163414,799.9363297642798,2799.8781181256627,774.0013981823929,2680.413162258484,774.2857901779049,2632.4639843169975,787.4189911374648,2747.2086087489365,786.3183117702367,1059.2136667673417,1344.2832478666346,,,,,,
101,UGC4879,9,16,2.2,52,50,24,0.016,25.67,0.04,-29.2,13.2,0.2,84.2,0.44,21.2,0.41,0.04,0.04,9.6,1.3,99.9,99.9,0.95,x,u,11.0,1.1,0.0,,1361.4446824659512,950000.0,various,detected_mass,,"galactic confusion, Bellazini et al 2011, I guess ok, WSRT obs and small amount of gas with their obs. centered, could note value is likely affected by the confusion",3567.8938386741665,1005.7847298420843,3242.0810851733104,1010.1020572075249,3649.072040249013,1000.8707627047489,3105.389864747835,1008.786505835285,3423.752166437305,1011.5967571827738,3447.4707154896278,998.2430234476733,3295.6880868608587,995.9499420968623,3227.4763120646626,1001.8603553230616,3373.663908054347,1003.6912609049648,1367.322429543799,1393.7559994128699,,,,,,
